x,y,value
1,300,53
2,0,32
2,1,0
2,2,0
2,3,7
2,4,0
2,5,34
2,6,50
2,7,0
2,8,19
2,9,85
2,10,58
2,11,0
2,12,57
2,13,92
2,14,44
2,15,37
2,16,66
2,17,94
2,18,70
2,19,0
2,20,83
2,21,89
2,22,43
2,23,83
2,24,0
2,25,83
2,26,55
2,27,0
2,28,34
2,29,7
2,30,99
2,31,33
2,32,68
2,33,49
2,34,0
2,35,54
2,36,42
2,37,37
2,38,29
2,39,50
2,40,3
2,41,88
2,42,95
2,43,47
2,44,2
2,45,18
2,46,12
2,47,11
2,48,0
2,49,12
2,50,22
2,51,0
2,52,15
2,53,1
2,54,85
2,55,0
2,56,21
2,57,0
2,58,28
2,59,60
2,60,0
2,61,64
2,62,96
2,63,10
2,64,61
2,65,0
2,66,45
2,67,27
2,68,82
2,69,0
2,70,22
2,71,62
2,72,56
2,73,0
2,74,59
2,75,61
2,76,65
2,77,7
2,78,4
2,79,84
2,80,22
2,81,79
2,82,19
2,83,39
2,84,81
2,85,97
2,86,74
2,87,68
2,88,16
2,89,5
2,90,0
2,91,0
2,92,71
2,93,0
2,94,28
2,95,62
2,96,12
2,97,69
2,98,34
2,99,0
2,100,33
2,101,64
2,102,66
2,103,11
2,104,0
2,105,76
2,106,27
2,107,73
2,108,87
2,109,48
2,110,91
2,111,30
2,112,82
2,113,12
2,114,38
2,115,37
2,116,20
2,117,30
2,118,2
2,119,22
2,120,58
2,121,0
2,122,73
2,123,30
2,124,2
2,125,35
2,126,0
2,127,88
2,128,68
2,129,84
2,130,0
2,131,11
2,132,41
2,133,47
2,134,0
2,135,47
2,136,0
2,137,28
2,138,16
2,139,27
2,140,27
2,141,47
2,142,69
2,143,6
2,144,30
2,145,0
2,146,7
2,147,76
2,148,24
2,149,0
2,150,66
2,151,35
2,152,99
2,153,62
2,154,5
2,155,1
2,156,24
2,157,46
2,158,66
2,159,32
2,160,56
2,161,0
2,162,33
2,163,52
2,164,21
2,165,24
2,166,41
2,167,11
2,168,24
2,169,5
2,170,76
2,171,94
2,172,0
2,173,27
2,174,98
2,175,68
2,176,20
2,177,67
2,178,49
2,179,0
2,180,74
2,181,76
2,182,65
2,183,79
2,184,0
2,185,4
2,186,94
2,187,36
2,188,84
2,189,34
2,190,80
2,191,44
2,192,66
2,193,0
2,194,6
2,195,88
2,196,25
2,197,14
2,198,81
2,199,97
2,200,51
2,201,2
2,202,7
2,203,0
2,204,0
2,205,70
2,206,34
2,207,12
2,208,0
2,209,0
2,210,18
2,211,0
2,212,68
2,213,78
2,214,0
2,215,59
2,216,11
2,217,0
2,218,0
2,219,0
2,220,54
2,221,63
2,222,59
2,223,0
2,224,45
2,225,62
2,226,0
2,227,1
2,228,0
2,229,73
2,230,18
2,231,0
2,232,70
2,233,34
2,234,0
2,235,0
2,236,49
2,237,89
2,238,93
2,239,47
2,240,80
2,241,0
2,242,82
2,243,0
2,244,53
2,245,0
2,246,0
2,247,0
2,248,0
2,249,54
2,250,5
2,251,31
2,252,0
2,253,0
2,254,40
2,255,0
2,256,85
2,257,96
2,258,85
2,259,40
2,260,18
2,261,0
2,262,63
2,263,35
2,264,0
2,265,53
2,266,0
2,267,56
2,268,14
2,269,34
2,270,0
2,271,6
2,272,0
2,273,71
2,274,36
2,275,64
2,276,39
2,277,17
2,278,0
2,279,44
2,280,58
2,281,0
2,282,12
2,283,15
2,284,2
2,285,0
2,286,83
2,287,0
2,288,52
2,289,54
2,290,33
2,291,14
2,292,94
2,293,90
2,294,37
2,295,28
2,296,0
2,297,75
2,298,35
2,299,88
2,300,0
3,0,78
3,1,45
3,2,96
3,3,61
3,4,0
3,5,63
3,6,42
3,7,78
3,8,36
3,9,78
3,10,62
3,11,61
3,12,0
3,13,87
3,14,62
3,15,7
3,16,27
3,17,53
3,18,5
3,19,43
3,20,65
3,21,76
3,22,12
3,23,19
3,24,95
3,25,50
3,26,37
3,27,74
3,28,16
3,29,7
3,30,39
3,31,73
3,32,0
3,33,34
3,34,0
3,35,16
3,36,0
3,37,0
3,38,84
3,39,90
3,40,19
3,41,58
3,42,53
3,43,0
3,44,80
3,45,26
3,46,49
3,47,11
3,48,39
3,49,26
3,50,0
3,51,0
3,52,53
3,53,50
3,54,33
3,55,22
3,56,48
3,57,97
3,58,29
3,59,90
3,60,0
3,61,0
3,62,0
3,63,50
3,64,31
3,65,1
3,66,0
3,67,70
3,68,96
3,69,87
3,70,3
3,71,23
3,72,52
3,73,2
3,74,0
3,75,20
3,76,51
3,77,10
3,78,0
3,79,0
3,80,0
3,81,90
3,82,0
3,83,18
3,84,24
3,85,82
3,86,5
3,87,59
3,88,21
3,89,0
3,90,31
3,91,84
3,92,0
3,93,52
3,94,0
3,95,72
3,96,81
3,97,14
3,98,78
3,99,28
3,100,67
3,101,0
3,102,46
3,103,0
3,104,0
3,105,29
3,106,10
3,107,31
3,108,51
3,109,23
3,110,15
3,111,31
3,112,62
3,113,0
3,114,55
3,115,26
3,116,64
3,117,0
3,118,4
3,119,63
3,120,44
3,121,91
3,122,26
3,123,64
3,124,0
3,125,73
3,126,0
3,127,39
3,128,19
3,129,88
3,130,0
3,131,0
3,132,58
3,133,41
3,134,60
3,135,21
3,136,34
3,137,36
3,138,0
3,139,46
3,140,0
3,141,0
3,142,0
3,143,99
3,144,3
3,145,0
3,146,0
3,147,79
3,148,0
3,149,36
3,150,52
3,151,61
3,152,92
3,153,0
3,154,94
3,155,7
3,156,0
3,157,0
3,158,0
3,159,0
3,160,74
3,161,0
3,162,7
3,163,39
3,164,33
3,165,13
3,166,32
3,167,83
3,168,85
3,169,94
3,170,67
3,171,18
3,172,39
3,173,11
3,174,44
3,175,22
3,176,6
3,177,99
3,178,0
3,179,5
3,180,86
3,181,0
3,182,36
3,183,97
3,184,7
3,185,55
3,186,2
3,187,0
3,188,0
3,189,53
3,190,71
3,191,0
3,192,92
3,193,33
3,194,66
3,195,88
3,196,92
3,197,75
3,198,98
3,199,0
3,200,0
3,201,80
3,202,9
3,203,29
3,204,5
3,205,90
3,206,0
3,207,63
3,208,65
3,209,82
3,210,31
3,211,83
3,212,1
3,213,63
3,214,5
3,215,90
3,216,45
3,217,84
3,218,59
3,219,48
3,220,83
3,221,0
3,222,67
3,223,29
3,224,92
3,225,62
3,226,30
3,227,0
3,228,61
3,229,70
3,230,95
3,231,0
3,232,0
3,233,92
3,234,43
3,235,69
3,236,0
3,237,46
3,238,92
3,239,99
3,240,55
3,241,35
3,242,79
3,243,75
3,244,15
3,245,61
3,246,26
3,247,87
3,248,51
3,249,0
3,250,32
3,251,99
3,252,0
3,253,44
3,254,7
3,255,12
3,256,38
3,257,47
3,258,8
3,259,96
3,260,2
3,261,59
3,262,0
3,263,0
3,264,5
3,265,0
3,266,70
3,267,87
3,268,0
3,269,0
3,270,79
3,271,75
3,272,92
3,273,0
3,274,0
3,275,15
3,276,0
3,277,20
3,278,0
3,279,0
3,280,17
3,281,55
3,282,83
3,283,80
3,284,58
3,285,44
3,286,89
3,287,39
3,288,72
3,289,60
3,290,16
3,291,49
3,292,73
3,293,44
3,294,84
3,295,58
3,296,38
3,297,0
3,298,29
3,299,51
3,300,9
4,0,0
4,1,0
4,2,31
4,3,19
4,4,64
4,5,84
4,6,13
4,7,29
4,8,0
4,9,76
4,10,17
4,11,88
4,12,99
4,13,13
4,14,47
4,15,85
4,16,61
4,17,0
4,18,35
4,19,0
4,20,7
4,21,0
4,22,88
4,23,59
4,24,0
4,25,25
4,26,13
4,27,46
4,28,78
4,29,9
4,30,76
4,31,67
4,32,27
4,33,69
4,34,70
4,35,0
4,36,16
4,37,10
4,38,80
4,39,0
4,40,13
4,41,0
4,42,0
4,43,13
4,44,0
4,45,67
4,46,0
4,47,87
4,48,0
4,49,7
4,50,82
4,51,56
4,52,0
4,53,0
4,54,5
4,55,61
4,56,62
4,57,70
4,58,19
4,59,19
4,60,91
4,61,5
4,62,78
4,63,0
4,64,0
4,65,70
4,66,33
4,67,33
4,68,10
4,69,29
4,70,49
4,71,66
4,72,84
4,73,21
4,74,81
4,75,82
4,76,86
4,77,76
4,78,0
4,79,99
4,80,27
4,81,99
4,82,93
4,83,88
4,84,55
4,85,11
4,86,43
4,87,30
4,88,55
4,89,6
4,90,44
4,91,30
4,92,77
4,93,0
4,94,0
4,95,91
4,96,80
4,97,6
4,98,45
4,99,2
4,100,31
4,101,22
4,102,0
4,103,0
4,104,0
4,105,61
4,106,1
4,107,36
4,108,40
4,109,42
4,110,27
4,111,22
4,112,77
4,113,50
4,114,18
4,115,60
4,116,97
4,117,7
4,118,65
4,119,97
4,120,63
4,121,75
4,122,6
4,123,66
4,124,93
4,125,29
4,126,28
4,127,25
4,128,0
4,129,0
4,130,61
4,131,93
4,132,0
4,133,2
4,134,6
4,135,1
4,136,18
4,137,0
4,138,72
4,139,81
4,140,0
4,141,38
4,142,41
4,143,0
4,144,34
4,145,21
4,146,50
4,147,0
4,148,0
4,149,93
4,150,69
4,151,40
4,152,84
4,153,94
4,154,80
4,155,62
4,156,0
4,157,0
4,158,60
4,159,0
4,160,50
4,161,89
4,162,41
4,163,99
4,164,10
4,165,0
4,166,0
4,167,13
4,168,45
4,169,35
4,170,72
4,171,0
4,172,99
4,173,42
4,174,47
4,175,32
4,176,90
4,177,57
4,178,51
4,179,85
4,180,87
4,181,49
4,182,29
4,183,51
4,184,30
4,185,40
4,186,73
4,187,35
4,188,4
4,189,0
4,190,68
4,191,0
4,192,21
4,193,41
4,194,67
4,195,4
4,196,0
4,197,93
4,198,1
4,199,87
4,200,57
4,201,98
4,202,92
4,203,55
4,204,91
4,205,80
4,206,71
4,207,0
4,208,26
4,209,0
4,210,0
4,211,46
4,212,52
4,213,0
4,214,54
4,215,31
4,216,40
4,217,23
4,218,21
4,219,12
4,220,81
4,221,84
4,222,6
4,223,60
4,224,31
4,225,0
4,226,0
4,227,73
4,228,60
4,229,61
4,230,0
4,231,30
4,232,0
4,233,41
4,234,0
4,235,0
4,236,57
4,237,25
4,238,89
4,239,77
4,240,0
4,241,0
4,242,31
4,243,0
4,244,98
4,245,46
4,246,72
4,247,2
4,248,22
4,249,95
4,250,80
4,251,16
4,252,57
4,253,27
4,254,62
4,255,0
4,256,13
4,257,38
4,258,79
4,259,0
4,260,93
4,261,26
4,262,43
4,263,52
4,264,63
4,265,60
4,266,21
4,267,32
4,268,72
4,269,0
4,270,80
4,271,92
4,272,23
4,273,55
4,274,86
4,275,0
4,276,57
4,277,78
4,278,10
4,279,86
4,280,65
4,281,40
4,282,0
4,283,72
4,284,12
4,285,1
4,286,0
4,287,33
4,288,82
4,289,35
4,290,0
4,291,89
4,292,73
4,293,99
4,294,48
4,295,41
4,296,62
4,297,57
4,298,43
4,299,79
4,300,20
5,0,59
5,1,57
5,2,21
5,3,92
5,4,95
5,5,60
5,6,0
5,7,0
5,8,18
5,9,18
5,10,84
5,11,0
5,12,42
5,13,66
5,14,82
5,15,62
5,16,51
5,17,89
5,18,8
5,19,72
5,20,0
5,21,24
5,22,35
5,23,12
5,24,53
5,25,0
5,26,0
5,27,89
5,28,25
5,29,65
5,30,54
5,31,0
5,32,65
5,33,0
5,34,56
5,35,64
5,36,84
5,37,0
5,38,54
5,39,25
5,40,71
5,41,51
5,42,60
5,43,0
5,44,64
5,45,32
5,46,29
5,47,97
5,48,81
5,49,34
5,50,0
5,51,29
5,52,33
5,53,17
5,54,81
5,55,29
5,56,0
5,57,99
5,58,0
5,59,0
5,60,99
5,61,94
5,62,31
5,63,58
5,64,79
5,65,16
5,66,97
5,67,0
5,68,0
5,69,92
5,70,16
5,71,0
5,72,0
5,73,0
5,74,0
5,75,23
5,76,52
5,77,61
5,78,71
5,79,35
5,80,31
5,81,78
5,82,84
5,83,65
5,84,28
5,85,22
5,86,78
5,87,0
5,88,34
5,89,39
5,90,61
5,91,39
5,92,39
5,93,58
5,94,38
5,95,90
5,96,6
5,97,98
5,98,93
5,99,51
5,100,66
5,101,7
5,102,27
5,103,0
5,104,88
5,105,79
5,106,28
5,107,0
5,108,0
5,109,11
5,110,26
5,111,80
5,112,12
5,113,49
5,114,94
5,115,6
5,116,21
5,117,0
5,118,30
5,119,42
5,120,7
5,121,7
5,122,49
5,123,0
5,124,0
5,125,20
5,126,80
5,127,13
5,128,87
5,129,20
5,130,54
5,131,35
5,132,19
5,133,14
5,134,56
5,135,27
5,136,60
5,137,45
5,138,52
5,139,83
5,140,45
5,141,3
5,142,21
5,143,44
5,144,0
5,145,33
5,146,74
5,147,15
5,148,0
5,149,1
5,150,42
5,151,40
5,152,89
5,153,36
5,154,82
5,155,61
5,156,0
5,157,0
5,158,80
5,159,0
5,160,56
5,161,86
5,162,80
5,163,0
5,164,8
5,165,52
5,166,0
5,167,82
5,168,98
5,169,84
5,170,37
5,171,0
5,172,4
5,173,64
5,174,0
5,175,0
5,176,75
5,177,11
5,178,3
5,179,32
5,180,5
5,181,0
5,182,40
5,183,43
5,184,51
5,185,0
5,186,38
5,187,82
5,188,24
5,189,61
5,190,82
5,191,0
5,192,93
5,193,50
5,194,0
5,195,0
5,196,61
5,197,0
5,198,15
5,199,0
5,200,85
5,201,0
5,202,39
5,203,38
5,204,0
5,205,64
5,206,0
5,207,0
5,208,35
5,209,0
5,210,0
5,211,0
5,212,58
5,213,92
5,214,95
5,215,67
5,216,13
5,217,92
5,218,64
5,219,0
5,220,5
5,221,24
5,222,18
5,223,59
5,224,51
5,225,71
5,226,0
5,227,76
5,228,0
5,229,4
5,230,95
5,231,23
5,232,43
5,233,37
5,234,83
5,235,47
5,236,1
5,237,0
5,238,4
5,239,72
5,240,52
5,241,23
5,242,2
5,243,0
5,244,94
5,245,16
5,246,79
5,247,18
5,248,0
5,249,0
5,250,0
5,251,1
5,252,9
5,253,99
5,254,48
5,255,81
5,256,94
5,257,0
5,258,87
5,259,90
5,260,34
5,261,7
5,262,91
5,263,46
5,264,14
5,265,14
5,266,4
5,267,81
5,268,38
5,269,31
5,270,43
5,271,48
5,272,93
5,273,63
5,274,52
5,275,80
5,276,70
5,277,0
5,278,21
5,279,85
5,280,20
5,281,21
5,282,0
5,283,40
5,284,57
5,285,51
5,286,37
5,287,23
5,288,11
5,289,32
5,290,81
5,291,65
5,292,0
5,293,24
5,294,0
5,295,20
5,296,48
5,297,0
5,298,66
5,299,0
5,300,61
6,0,32
6,1,52
6,2,26
6,3,25
6,4,58
6,5,70
6,6,56
6,7,51
6,8,20
6,9,11
6,10,68
6,11,31
6,12,27
6,13,32
6,14,37
6,15,0
6,16,0
6,17,5
6,18,51
6,19,44
6,20,83
6,21,82
6,22,95
6,23,16
6,24,11
6,25,16
6,26,0
6,27,69
6,28,0
6,29,69
6,30,88
6,31,0
6,32,42
6,33,48
6,34,31
6,35,0
6,36,12
6,37,17
6,38,20
6,39,18
6,40,84
6,41,52
6,42,0
6,43,0
6,44,0
6,45,4
6,46,67
6,47,55
6,48,62
6,49,17
6,50,62
6,51,0
6,52,29
6,53,23
6,54,0
6,55,62
6,56,1
6,57,54
6,58,84
6,59,12
6,60,73
6,61,44
6,62,41
6,63,58
6,64,35
6,65,57
6,66,1
6,67,0
6,68,0
6,69,65
6,70,68
6,71,33
6,72,74
6,73,4
6,74,26
6,75,14
6,76,41
6,77,28
6,78,37
6,79,22
6,80,81
6,81,50
6,82,46
6,83,73
6,84,39
6,85,19
6,86,89
6,87,0
6,88,10
6,89,42
6,90,0
6,91,88
6,92,78
6,93,56
6,94,16
6,95,0
6,96,51
6,97,12
6,98,95
6,99,53
6,100,0
6,101,18
6,102,60
6,103,36
6,104,78
6,105,13
6,106,21
6,107,45
6,108,77
6,109,0
6,110,63
6,111,88
6,112,8
6,113,99
6,114,37
6,115,38
6,116,40
6,117,91
6,118,42
6,119,24
6,120,3
6,121,59
6,122,37
6,123,77
6,124,15
6,125,22
6,126,93
6,127,0
6,128,96
6,129,76
6,130,15
6,131,90
6,132,19
6,133,0
6,134,14
6,135,0
6,136,20
6,137,94
6,138,0
6,139,90
6,140,0
6,141,19
6,142,84
6,143,17
6,144,15
6,145,49
6,146,76
6,147,0
6,148,9
6,149,65
6,150,66
6,151,0
6,152,0
6,153,36
6,154,51
6,155,21
6,156,39
6,157,0
6,158,90
6,159,68
6,160,0
6,161,52
6,162,22
6,163,86
6,164,8
6,165,54
6,166,27
6,167,86
6,168,49
6,169,43
6,170,76
6,171,41
6,172,93
6,173,1
6,174,78
6,175,12
6,176,20
6,177,51
6,178,31
6,179,85
6,180,28
6,181,39
6,182,52
6,183,0
6,184,90
6,185,50
6,186,1
6,187,0
6,188,23
6,189,84
6,190,5
6,191,0
6,192,0
6,193,73
6,194,0
6,195,94
6,196,11
6,197,34
6,198,62
6,199,8
6,200,26
6,201,40
6,202,8
6,203,17
6,204,44
6,205,81
6,206,25
6,207,0
6,208,29
6,209,17
6,210,0
6,211,0
6,212,26
6,213,16
6,214,0
6,215,39
6,216,19
6,217,27
6,218,99
6,219,79
6,220,1
6,221,0
6,222,88
6,223,4
6,224,61
6,225,15
6,226,54
6,227,0
6,228,83
6,229,28
6,230,0
6,231,0
6,232,62
6,233,14
6,234,17
6,235,99
6,236,57
6,237,0
6,238,14
6,239,0
6,240,38
6,241,75
6,242,43
6,243,10
6,244,87
6,245,68
6,246,10
6,247,8
6,248,0
6,249,0
6,250,53
6,251,20
6,252,27
6,253,75
6,254,12
6,255,0
6,256,9
6,257,5
6,258,1
6,259,50
6,260,0
6,261,31
6,262,60
6,263,46
6,264,75
6,265,47
6,266,2
6,267,23
6,268,60
6,269,25
6,270,74
6,271,50
6,272,0
6,273,66
6,274,36
6,275,75
6,276,22
6,277,0
6,278,6
6,279,60
6,280,91
6,281,0
6,282,93
6,283,86
6,284,9
6,285,9
6,286,0
6,287,0
6,288,0
6,289,0
6,290,24
6,291,59
6,292,89
6,293,87
6,294,0
6,295,50
6,296,83
6,297,55
6,298,0
6,299,53
6,300,0
7,0,55
7,1,0
7,2,0
7,3,7
7,4,67
7,5,25
7,6,96
7,7,0
7,8,0
7,9,14
7,10,0
7,11,55
7,12,27
7,13,76
7,14,39
7,15,56
7,16,97
7,17,35
7,18,26
7,19,65
7,20,10
7,21,43
7,22,83
7,23,57
7,24,58
7,25,85
7,26,48
7,27,22
7,28,77
7,29,8
7,30,96
7,31,81
7,32,0
7,33,73
7,34,92
7,35,0
7,36,0
7,37,28
7,38,71
7,39,13
7,40,6
7,41,37
7,42,63
7,43,40
7,44,22
7,45,4
7,46,10
7,47,0
7,48,46
7,49,0
7,50,68
7,51,88
7,52,27
7,53,0
7,54,37
7,55,22
7,56,96
7,57,0
7,58,20
7,59,87
7,60,89
7,61,0
7,62,75
7,63,44
7,64,0
7,65,43
7,66,85
7,67,22
7,68,53
7,69,84
7,70,88
7,71,78
7,72,72
7,73,42
7,74,80
7,75,84
7,76,32
7,77,22
7,78,86
7,79,0
7,80,0
7,81,0
7,82,45
7,83,31
7,84,36
7,85,43
7,86,18
7,87,0
7,88,64
7,89,43
7,90,80
7,91,37
7,92,65
7,93,70
7,94,46
7,95,24
7,96,0
7,97,36
7,98,94
7,99,72
7,100,58
7,101,18
7,102,0
7,103,25
7,104,54
7,105,2
7,106,67
7,107,0
7,108,66
7,109,18
7,110,87
7,111,11
7,112,0
7,113,93
7,114,0
7,115,8
7,116,0
7,117,2
7,118,0
7,119,57
7,120,69
7,121,59
7,122,42
7,123,46
7,124,63
7,125,13
7,126,61
7,127,0
7,128,0
7,129,13
7,130,0
7,131,76
7,132,34
7,133,2
7,134,93
7,135,66
7,136,23
7,137,0
7,138,50
7,139,0
7,140,73
7,141,96
7,142,97
7,143,42
7,144,11
7,145,1
7,146,0
7,147,13
7,148,0
7,149,0
7,150,0
7,151,0
7,152,27
7,153,78
7,154,51
7,155,32
7,156,57
7,157,0
7,158,0
7,159,94
7,160,0
7,161,48
7,162,1
7,163,0
7,164,99
7,165,32
7,166,54
7,167,37
7,168,28
7,169,0
7,170,0
7,171,7
7,172,7
7,173,15
7,174,82
7,175,46
7,176,0
7,177,31
7,178,16
7,179,0
7,180,0
7,181,45
7,182,31
7,183,4
7,184,72
7,185,83
7,186,0
7,187,50
7,188,92
7,189,21
7,190,70
7,191,5
7,192,11
7,193,38
7,194,68
7,195,61
7,196,22
7,197,0
7,198,0
7,199,39
7,200,65
7,201,66
7,202,14
7,203,79
7,204,0
7,205,0
7,206,0
7,207,83
7,208,16
7,209,0
7,210,3
7,211,64
7,212,37
7,213,5
7,214,2
7,215,78
7,216,3
7,217,0
7,218,85
7,219,0
7,220,50
7,221,44
7,222,0
7,223,34
